ime;lokacija;stanje;proizvodjac;model;godiste;kilometraza;vrata;gorivo;kubikaza;kilovata;konjskih_snaga;emisioni_standard;registrovan;udaren;broj_pregleda;datum;datum_objave;radnja;cijena
Audi A4 limuzina 1.9 TDI;Ugljevik;Korišteno;Audi;A4;2007;289654;4;Dizel;1.9;85;115;;1;;20271;2022-05-25;2016-09-02;0;12800
Citroen Picasso 1.6 B;Sarajevo - Centar;Korišteno;Citroen;Xsara Picasso;2008;34000;4;Benzin;1.6;85;114;Euro 4;1;;7910;2022-04-30;2016-09-13;0;10500
RENO Scenic SVI SERV.UR,reg.5.10.22.NAJJEFTINIJI;Ilijaš;Korišteno;Renault;Grand Scenic;2008;300000;4;Dizel;1.9;96;;Euro 4;1;;8032;2022-06-04;2016-09-13;0;5500
Mercedes GLK 220 CDI;Banja Luka;Korišteno;Mercedes-Benz;GLK 220;2012;190000;4;Dizel;2.2;125;170;Euro 5;1;;41765;2022-05-19;2016-09-19;0;29950
Pontiac Firebird;Tuzla;Korišteno;Pontiac;Firebird;1991;160000;2;Benzin;3.2;;;;;;79249;2022-06-20;2016-09-21;0;14000
Mercedes w124 coupe;Tuzla;Korišteno;Mercedes-Benz;E 320;1995;1800000;2;Dizel;2.5;66;90;;1;;34341;2022-06-20;2016-09-21;0;10000
Audi A-4 QVATRO;Modriča;Korišteno;Audi;A4;2001;171000;4;Dizel;2.5;110;150;Euro 3;;;23636;2022-05-24;2016-09-27;0;4800
Opel Astra 1.7 dci;Bijeljina;Korišteno;Opel;Astra;2004;180000;4;Dizel;1.7;59;80;Euro 4;1;;10636;2022-04-22;2016-09-30;0;4550
Opel omega,062 766 955;Vogošća;Korišteno;Opel;Omega;1998;144000;4;Benzin;2.0;1780;100;;1;;15922;2022-04-18;2016-10-09;0;2200
Pasat 6 karavan 2.0 tdi;Ugljevik;Korišteno;Volkswagen;Passat;2006;244570;4;Dizel;2.0;103;140;Euro 4;1;;12482;2022-05-22;2016-10-10;0;9500
Mercedes Benz E270 cdi Avantgarde;Grude;Korišteno;Mercedes-Benz;E 270;2004;285650;4;Dizel;2.7;19999;;Euro 4;1;;13213;2022-04-26;2016-10-13;0;14000
Opel INSIGNIA zamjena za manje vozilo;Sokolac;Korišteno;Opel;Insignia;2012;190000;4;Dizel;2.0;96;;;1;;17474;2022-06-24;2016-10-14;1;14000
Renault Megane CC- Coupe Cabrio Dynamique (faza2);Grad Mostar;Korišteno;Renault;Megane;2008;270000;2;Dizel;1.9;96;130;Euro 4;1;;13504;2022-07-05;2016-10-17;0;8000
Ford galaxy;Doboj;Korišteno;Ford;Galaxy;2006;242500;4;Dizel;2.0;103;140;Euro 4;1;;10035;2022-04-18;2016-11-02;0;11300
Audi a3 2.0 tdi sportback;Bratunac;Korišteno;Audi;A3;2005;290000;4;Dizel;2.0;103;140;Euro 4;1;;13192;2022-05-22;2016-11-03;0;10800
Opel Zafira;Modriča;Korišteno;Opel;Zafira;2004;250000;4;Dizel;2.2;92;;Euro 4;1;;12154;2022-05-09;2016-11-15;0;5000
Mercedes s320;Derventa;Korišteno;Mercedes-Benz;S 320;2003;240000;4;Dizel;3.2;145;;Euro 3;1;;9520;2022-07-16;2016-11-19;0;6200
Bmw x5 3.0d 2005;Banja Luka;Korišteno;BMW;X5;2005;300000;4;Dizel;3.0;135;;Euro 4;1;;8815;2022-04-26;2016-11-20;0;17999
Mercedes-Benz ML 350;Prijedor;Korišteno;Mercedes-Benz;ML 350;2013;162000;4;Dizel;3.0;226;307;Euro 6;1;;21674;2022-06-02;2016-12-05;0;67000
MECEDES-BENZ C 180 CGI;Posušje;Korišteno;Mercedes-Benz;C 180;2010;110000;4;Benzin;1.8;115;156;;1;;8270;2022-05-04;2016-12-05;0;22000
Reno megan;Zenica;Korišteno;Renault;Megane;1999;230542;4;Dizel;1.9;75;;;;;11357;2022-07-19;2016-12-10;0;1850
Ford Mondeo 1.6 16v reg.;Prijedor;Korišteno;Ford;Mondeo;1995;200000;4;Benzin;1.6;66;90;Euro 3;1;;10937;2022-05-29;2022-05-29;0;1550
SEAT IBIZA 1,9 TDI , SPORT , REGISTROVAN;Novi Grad, Sarajevo;Korišteno;Seat;Ibiza;1999;190000;2;Dizel;1.9;81;;Euro 3;1;;26621;2022-04-21;2016-12-15;0;4499
Renault Megane karavan;Brčko;Korišteno;Renault;Megane;2011;205900;4;Dizel;1.5;66;90;Euro 5;1;;7212;2022-09-16;2016-12-16;0;11500
GMC JIMMY TRUCK REGISTTOVAN;Sarajevo, Novi Grad;Korišteno;GMC;Drugi;1996;103000;4;Plin;4.3;200;;;1;;12725;2022-04-17;2016-12-21;0;8500
BMW X5;Kotor Varoš;Korišteno;BMW;X5;2003;220000;4;Dizel;3.0;160;218;Euro 3;1;;7021;2022-04-16;2016-12-22;0;14000
TOYOTA RAV 4 4x4 2.2 110 kw 2010 god..Top stanje;Ilidža;Korišteno;Toyota;RAV 4;2010;219000;4;Dizel;2.2;110;150;Euro 5;1;;27064;2022-05-13;2016-12-24;0;19450
Volkswagen Buba;Gradiška;Korišteno;Volkswagen;Beetle;1971;123456;2;Benzin;1.2;;;;1;;46375;2022-06-10;2016-12-26;0;5500
Pasat 5;Kalesija;Korišteno;Volkswagen;Passat;2004;248000;4;Dizel;1.9;96;130;Euro 3;1;;9598;2022-05-28;2017-01-03;0;7500
Mercedes B180cdi Automatik-tiptronik;Vogošća;Korišteno;Mercedes-Benz;B 180;2006;220000;4;Dizel;2.0;80;110;Euro 4;1;;5626;2022-04-21;2017-01-04;0;9900
Golf 4 1.6sr klima,plin.;Doboj;Korišteno;Volkswagen;Golf;2000;230000;4;Plin;1.6;74;100;;1;;6525;2022-07-29;2017-01-10;0;5500
Mercedes E 270 CDI Avantgarde w211;Ljubuški;Korišteno;Mercedes-Benz;E 270;2003;350000;4;Dizel;2.7;130;177;Euro 3;1;;11679;2022-04-21;2017-01-16;0;12500
Mercedes Benz B 180 CDI;Doboj;Korišteno;Mercedes-Benz;B 180;2006;303000;4;Dizel;1.8;80;;Euro 4;1;;9227;2022-05-12;2017-01-17;0;9999
Citroen c3 pluriel 1.4 HDI;Visoko;Korišteno;Citroen;C3 Pluriel;2005;123000;2;Dizel;1.4;;;;1;;8671;2022-04-21;2017-01-18;0;5500
Renault laguna III 3 1,5 110 KS dci 2008;Banja Luka;Korišteno;Renault;Laguna;2008;210000;4;Dizel;1.5;81;110;Euro 4;1;;10450;2022-09-11;2017-01-19;0;9700
Citroen C5;Lukavac;Korišteno;Citroen;C5;2002;270000;4;Dizel;2.2;98;;Euro 3;1;;11926;2022-09-12;2017-01-28;1;3300
Seat Altea Freetrack;Stari Grad;Korišteno;Seat;Altea;2008;230000;4;Dizel;2.0;125;175;Euro 4;1;;15898;2022-04-18;2017-01-31;0;14000
2.0T Premium 2dr All-wheel Drive quattro Coupe;;Korišteno;Audi;A5;2011;84600;2;Benzin;2.0;4800;211;;;;71135;2022-05-03;2017-02-10;0;27600
Pežo expert 2.0 hdi- PUTNIČKI !;Brčko;Korišteno;Peugeot;Expert;2001;204000;4;Dizel;2.0;69;;Euro 3;1;;5811;2022-07-02;2017-02-12;0;7650
VW Buba 2013 EURO 6;Vitez;Korišteno;Volkswagen;Beetle;2012;25000;2;Dizel;1.6;77;105;Euro 6;1;;34075;2022-04-16;2017-02-13;0;31000
VW POLO;Sanski Most;Korišteno;Volkswagen;Polo;2005;160000;4;Benzin;1.2;40;;;;;8707;2022-07-17;2017-02-17;0;6000
Peugeot 308 sw;Novo Sarajevo;Korišteno;Peugeot;308;2009;205000;4;Dizel;2.0;100;136;Euro 4;1;;6596;2022-07-06;2017-02-18;0;9500
Opel Vectra C 3.0 CDTI;Sarajevo - Centar;Korišteno;Opel;Vectra;2003;340000;4;Dizel;3.0;130;178;Euro 4;;;5222;2022-06-07;2017-02-21;0;4000
Renault Scenic;Ilidža;Korišteno;Renault;Scenic;2005;305000;4;Dizel;1.5;78;106;Euro 4;1;;10447;2022-04-17;2017-02-21;0;3300
Rover 25 2.0 DIZEL;Tešanj;Korišteno;Rover;25;2003;155000;4;Dizel;2.0;74;101;Euro 3;1;;9636;2022-05-15;2017-02-23;0;2900
Porsche cayenne MAGNUM;Grad Mostar;Korišteno;Porsche;Cayenne;2005;274400;4;Plin;4.5;250;350;Euro 4;1;;51348;2022-04-21;2017-03-01;0;33000
Mercedes Benz E200;Derventa;Korišteno;Mercedes-Benz;E 200;2011;300000;4;Dizel;2.0;100;136;Euro 5;1;;4779;2022-05-02;2017-03-01;0;21100
VW GOLF 1.6 16V Registrovan;Bijeljina;Korišteno;Volkswagen;Golf;2001;168000;4;Benzin;1.6;74;101;Euro 4;1;;9354;2022-04-22;2017-03-09;0;6800
AUDI A4 1.9 TDI;Bugojno;Korišteno;Audi;A4;1999;270000;4;Dizel;1.9;81;;Euro 3;1;;7483;2022-04-16;2017-03-12;0;5600
Jaguar XJ 2.7 tdvi Executive 11/2006;Banja Luka;Korišteno;Jaguar;XJ;2006;473000;4;Dizel;2.7;152;207;Euro 4;1;;20735;2022-04-28;2017-03-12;0;26000
Citroen C5 2.0 HDI 66KW 2001 god reg. do 06.11.2021 god;Zenica;Korišteno;Citroen;C5;2001;313233;4;Dizel;2.0;66;;Euro 3;1;;4719;2022-05-08;2017-03-13;0;4150
Renault trafic;Prozor;Korišteno;Renault;Trafic;2004;246512;4;Dizel;2.5;99;136;Euro 3;1;;7863;2022-05-01;2017-03-18;0;12000
Peugeot 307;Ilijaš;Korišteno;Peugeot;307;2005;280000;2;Dizel;1.4;50;;Euro 4;1;;5733;2022-05-12;2017-03-21;0;5100
Volkswagen Golf;Derventa;Korišteno;Volkswagen;Golf;1990;200000;4;Dizel;1.6;40;;Euro 2;1;;9379;2022-09-19;2017-03-27;0;1750
BMW E91 320;Livno;Korišteno;BMW;320;2008;270000;4;Dizel;2.0;130;177;Euro 4;1;;8250;2022-04-15;2017-03-27;0;11500
Audi A4 S-line;Ilijaš;Korišteno;Audi;A4;2005;230000;4;Dizel;2.0;103;140;Euro 4;1;;13291;2022-05-02;2022-05-02;0;13900
Toyota corolla;Ilijaš;Korišteno;Toyota;Corolla;2008;225000;4;Dizel;1.4;66;90;Euro 4;1;;15188;2022-05-25;2017-03-30;0;13500
Volkswagen Passat;Prnjavor;Korišteno;Volkswagen;Passat;1992;231520;4;Benzin;2.0;136;100;Euro 2;1;;10239;2022-04-29;2017-04-01;1;4000
KIA Sorento 4x4, automatik, registr. do 06/2022);Sarajevo, Novi Grad;Korišteno;Kia;Sorento;2002;272000;4;Dizel;2.5;103;140;Euro 3;1;;25773;2022-04-16;2017-04-03;0;10900
Mercedes clk 270 cdi;Banja Luka;Korišteno;Mercedes-Benz;CLK 270;2003;240000;2;Dizel;2.7;125;;;1;;13616;2022-05-04;2017-04-08;0;14000
Audi a4 2.5 V6 quattro;Prnjavor;Korišteno;Audi;A4;2003;370000;4;Dizel;2.5;132;180;Euro 3;1;;9071;2022-06-07;2017-04-09;0;7500
Peugeot 307 SW 1.6 hdi 66kw, bez fap filtera;Zvornik;Korišteno;Peugeot;307;2005;288500;4;Dizel;1.6;66;90;Euro 4;1;;6033;2022-05-08;2017-04-09;0;5499
VW Bora 1.9 TDI;Zvornik;Korišteno;Volkswagen;Bora;2002;252000;4;Dizel;1.9;96;131;Euro 3;1;;12907;2022-04-30;2017-04-13;0;6800
Mercedes kamion kombi 207 208 209 210 307 308 309 310;Bugojno;Korišteno;Mercedes-Benz;C 220;2000;288963;2;Dizel;2.4;66;115;Euro 3;1;;14741;2022-05-25;2017-04-14;0;4900
Volkswagen vw touran 1.6 tdi;Zenica;Korišteno;Volkswagen;Touran;2011;215000;4;Dizel;1.6;77;102;Euro 5;;;21398;2022-04-18;2017-04-18;0;14200
CITROEN C3 KAO NOVO EXTRA PONUDA;Posušje;Korišteno;Citroen;C3;2017;57000;2;Benzin;1.2;60;;;1;;27436;2022-04-21;2017-04-20;1;17500
Opel Corsa C 1.7 dizel.;Stari Grad;Korišteno;Opel;Corsa;2001;241000;2;Dizel;1.7;48;65;Euro 3;1;;22208;2022-05-01;2017-04-21;0;3500
Fiat 500 Gucci;Maglaj;Korišteno;Fiat;500;2012;170000;2;Benzin;1.2;51;69;;1;;25121;2022-05-06;2017-04-25;0;10000
Vektra b;Gradiška;Korišteno;Opel;Vectra;1997;225000;4;Benzin;1.6;74;;Euro 2;1;;6110;2022-04-16;2017-05-06;0;2500
Mercedes Viano 2010;Bijeljina;Korišteno;Mercedes-Benz;Viano;2010;310000;4;Dizel;2.0;85;;;1;;11035;2022-05-24;2017-05-09;0;23000
POLO 14 TDI 5 VRATA2008;Brčko;Korišteno;Volkswagen;Polo;2008;220000;4;Dizel;1.4;50;70;;1;;8434;2022-05-05;2017-05-10;0;7500
NISAN PRIMERA 19 DCI 6 BRZINA;Brčko;Korišteno;Nissan;Primera;2006;172000;4;Dizel;1.9;88;120;;1;;8626;2022-05-05;2017-05-10;0;7400
Mercedes e220;Sarajevo, Novi Grad;Korišteno;Mercedes-Benz;E 220;1997;313000;4;Dizel;2.2;70;100;;1;;24832;2022-06-28;2017-05-11;0;2800
Golf 6 1.6 TDI;;Korišteno;Volkswagen;Golf;2010;220000;4;Dizel;1.6;77;105;Euro 4;1;;6647;2022-06-05;2017-05-22;0;12650
Zastava 750 - Fićo;Čelinac;Korišteno;Zastava;Zastava 750 -  Fico;1975;300000;2;Benzin;0.8;55;;;;;52240;2022-04-20;2017-05-24;0;9000
Mercedes C 220 CDI Avantgarde BlueEFICIENCY;Bijeljina;Korišteno;Mercedes-Benz;C 220;2013;130000;4;Dizel;2.2;125;170;Euro 5;1;;13461;2022-04-18;2017-05-27;0;29999
Astra cabrio bertone;Goražde;Korišteno;Opel;Astra;2002;220000;2;Benzin;2.2;108;146;Euro 4;;;19954;2022-05-04;2017-05-31;0;4000
Porsche Cayenne S;Bijeljina;Korišteno;Porsche;Cayenne;2005;196000;4;Benzin;4.5;250;340;Euro 4;1;;17803;2022-04-22;2017-06-07;0;26000
Golf 3 1.8 usa;Bužim;Korišteno;Volkswagen;Golf;1997;350000;4;Benzin;1.8;66;;Euro 1;1;;20274;2022-04-18;2017-06-07;0;1800
Mercedes s 400 cdi 2001 god;Srbac;Korišteno;Mercedes-Benz;S 400;2001;240000;4;Dizel;4.0;220;254;;1;;12855;2022-06-10;2017-06-08;1;9850
Mini Cooper One;Banja Luka;Korišteno;MINI;ONE;2004;230000;2;Benzin;1.6;66;;Euro 4;1;;12098;2022-04-28;2017-06-14;0;6000
Citroen C5 2.0 HDI;Grad Mostar;Korišteno;Citroen;C5;2002;498000;4;Dizel;2.0;80;110;Euro 3;1;;12293;2022-04-23;2017-06-15;0;4700
Renault Megane 2008god;Kakanj;Korišteno;Renault;Megane;2008;260000;4;Dizel;1.5;47;;;;;7347;2022-04-17;2017-06-21;0;6250
Audi A3 3.2 V6;Sarajevo, Novi Grad;Korišteno;Audi;A3;2004;215500;2;Plin;3.2;176;250;Euro 4;1;;43876;2022-05-17;2017-06-26;0;13000
Mercedes c 180 kompresor;Stari Grad;Korišteno;Mercedes-Benz;C 180;2003;180000;2;Benzin;1.8;105;;;1;;17698;2022-05-23;2017-06-27;0;5000
Seat Toledo 1.9 TDI 66kw;Kozarska Dubica;Korišteno;Seat;Toledo;2001;259529;4;Dizel;1.9;66;90;Euro 3;1;;9220;2022-05-25;2017-06-30;0;5999
Opel Vectra 1.6 16V;Ilidža;Korišteno;Opel;Vectra;1997;300000;4;Benzin;1.6;74;105;;1;;7405;2022-04-29;2017-07-04;0;1500
Vektra c 1.9 tdci 2005g 061/155-425;Bosanska Krupa;Korišteno;Opel;Vectra;2005;285000;4;Dizel;1.9;110;;Euro 4;;;6567;2022-05-16;2017-07-11;0;5400
Mercedes benz;Kotor Varoš;Korišteno;Mercedes-Benz;A 140;2001;280000;4;Benzin;1.4;60;;;1;;4886;2022-05-03;2017-07-13;0;4100
Citroen C4 AUTOMATIK;Zenica;Korišteno;Citroen;C4;2007;235000;4;Dizel;1.6;81;100;Euro 5;1;;11233;2022-05-19;2017-08-05;0;8000
MERCEDES-BENZ SLK 230 MOZE ZAMJENA;Tuzla;Korišteno;Mercedes-Benz;SLK 230;2001;150000;2;Plin;2.3;142;200;Euro 3;1;;35110;2022-05-11;2017-08-06;0;9700
Audi A6 karavan 3.0 TDI Quattro;Bijeljina;Korišteno;Audi;A6;2006;204000;4;Dizel;3.0;171;233;Euro 4;1;;21939;2022-04-20;2017-08-08;0;15700
Audi A5 3.0 TDI quattro;Široki Brijeg;Korišteno;Audi;A5;2007;188000;2;Dizel;3.0;176;239;Euro 4;1;;16815;2022-04-22;2017-08-10;0;21000
Citroen C8. 7sjedista,klima, 2007, registrovan;Ilidža;Korišteno;Citroen;C8;2007;300000;4;Dizel;2.0;88;;;1;;8884;2022-07-30;2017-08-11;0;6900
Vw t4;Fojnica;Korišteno;Volkswagen;T4 Kombi;1993;737585849;2;Dizel;2.4;;70;;1;;16733;2022-05-13;2017-08-12;0;3900
Jeep Cherokee 2.5 tdi;Brčko;Korišteno;Jeep;Cherokee;1996;330000;4;Dizel;2.5;85;;;1;;18734;2022-05-03;2017-08-17;0;8800
Mercedes C 200 CDI AMG , 2,0ltr. 100kw Euro 5,;Čelinac;Korišteno;Mercedes-Benz;C 200;2013;203000;4;Dizel;2.0;100;136;Euro 5;1;;29560;2022-05-15;2017-08-20;0;27500
Audi A4 karavan 2.0 TDI Tek registrovan;Visoko;Korišteno;Audi;A4;2005;263627;4;Dizel;2.0;103;140;Euro 4;1;;5361;2022-05-21;2017-08-22;0;9700
VOLVO V70 SUMMUM 2013 GODINA NOVI MODEL;Ilidža;Korišteno;Volvo;V70;2013;229000;4;Dizel;1.6;84;114;Euro 5;1;;18272;2022-05-08;2017-08-23;0;21900
Passat 7 karavan 1.6 TDI;Bihać;Korišteno;Volkswagen;Passat;2011;250000;4;Dizel;1.6;77;105;Euro 5;1;;9574;2022-05-19;2017-08-28;0;17500
VW TOURAN;Prnjavor;Korišteno;Volkswagen;Touran;2005;200000;4;Dizel;1.9;77;105;Euro 4;1;;7933;2022-05-02;2017-08-28;0;8600
Audi A5 tdi quattro;Brčko;Korišteno;Audi;A5;2015;200000;4;Dizel;2.0;140;190;Euro 6;1;;36627;2022-08-04;2017-08-28;0;36000
Opel Zafira;Banjalučka, Novi Grad;Korišteno;Opel;Zafira;2007;262090;4;Dizel;1.9;88;120;Euro 4;1;;3360;2022-04-17;2017-08-28;0;8600
OPEL ZAFIRA 2010 god.;Doboj;Korišteno;Opel;Zafira;2010;320000;4;Dizel;1.7;92;;Euro 4;1;;17577;2022-07-01;2017-08-30;0;8900
FORD LTD II - Autorad doo/Uslužna prodaja;Brčko;Korišteno;Ford;Drugi;1977;70000;4;Benzin;5.8;220;300;;1;;42239;2022-04-26;2017-09-01;1;68250
Peugeot 407 1.6 HDI;Teslić;Korišteno;Peugeot;407;2006;272000;4;Dizel;1.6;80;110;Euro 4;1;;5585;2022-05-17;2017-09-02;0;6200
Peugeot 5008;Banja Luka;Korišteno;Peugeot;5008;2011;285000;4;Dizel;1.6;82;112;;1;;7298;2022-04-25;2017-09-06;0;11500
ZAMJENA VW Golf 4 1.4 16V benzin 135000KM ZAMJENA;Sarajevo, Novi Grad;Korišteno;Volkswagen;Golf;2002;135000;4;Benzin;1.4;55;75;Euro 4;1;;15357;2022-04-18;2022-04-18;0;4500
Mercedes Vito 115CDI 2.2, 2008 god. automatik;Ilidža;Korišteno;Mercedes-Benz;Vito;2008;181000;4;Dizel;2.2;110;150;Euro 4;1;;5340;2022-04-23;2017-09-10;0;15000
Mercedes W212;Orašje;Korišteno;Mercedes-Benz;E 200;2010;222800;4;Dizel;2.0;100;136;Euro 5;1;;3710;2022-06-19;2017-09-10;0;25500
BMW 323i CABRIO;Novi Travnik;Korišteno;BMW;323;2001;169000;2;Benzin;2.3;125;185;Euro 4;;;35456;2022-04-27;2017-09-11;0;9990
Citroen C5;Tuzla;Korišteno;Citroen;C5;2011;250000;4;Dizel;2.0;103;140;Euro 5;1;;13604;2022-04-17;2017-09-11;0;10800
AUDI A6 Allroad;Banja Luka;Korišteno;Audi;A6 Allroad;2003;300000;4;Dizel;2.5;132;;;1;;20770;2022-06-20;2017-09-14;0;9000
SUBARU LEGACY, 2,0, 2008.G.;Busovača;Korišteno;Subaru;Legacy;2008;48000;4;Benzin;2.0;121;;Euro 4;1;;31734;2022-07-06;2017-09-16;0;10500
Renault Megane Sedan - može zamjena;Prijedor;Korišteno;Renault;Megane;2005;320000;4;Dizel;1.5;78;;;1;;23998;2022-05-20;2017-09-19;0;4000
Mitsubishi Carisma 1.9 DI-D;Bihać;Korišteno;Mitsubishi;Carisma;2004;250000;4;Dizel;1.9;76;;;1;;10146;2022-05-04;2017-09-19;0;6000
Kombi T5 T6;Sarajevo, Novi Grad;Korišteno;Volkswagen;T5 Kombi;2009;190000;4;Dizel;2.0;75;105;Euro 5;1;;19122;2022-04-18;2017-09-20;0;30000
Oldtimer opel;Kladanj;Korišteno;Opel;Kadett;1978;900000;2;Benzin;1.2;44;;Euro 0;1;;26502;2022-04-17;2017-09-23;0;3000
Bmw x5 e53;Gradiška;Korišteno;BMW;X5;2000;350000;4;Plin;4.4;210;286;;1;;82529;2022-05-06;2017-09-24;0;10500
VW CC 2.0 TDI BMT DSG SPORT 170 KS;Vlasenica;Korišteno;Volkswagen;CC;2012;303277;4;Dizel;2.0;125;170;Euro 5;1;;6185;2022-04-17;2017-09-27;0;30000
Mercedes-Benz E 280 4matic w211 avantgard facelift 2007;Žepče;Korišteno;Mercedes-Benz;E 280;2007;290000;4;Dizel;3.0;140;190;Euro 4;1;;26900;2022-06-21;2017-09-28;0;16500
Mercedes C220 w203 cdi karavan;Livno;Korišteno;Mercedes-Benz;C 220;2005;340000;4;Dizel;2.2;110;150;Euro 4;1;;10340;2022-07-30;2017-09-29;0;8900
Alfa Romeo Alfa 159 bez ikakvog ulaganja;Novo Sarajevo;Korišteno;Alfa Romeo;Alfa 159;2007;236000;4;Dizel;1.9;110;;Euro 4;1;;17971;2022-04-28;2017-09-30;0;8500
Citroen c4;Vlasenica;Korišteno;Citroen;C4;2006;170000;2;Dizel;1.6;80;110;;1;;10540;2022-05-19;2017-10-02;0;5500
AUDI A6 KARAVAN 2,7;Busovača;Korišteno;Audi;A6;2006;220000;4;Dizel;2.7;132;;;1;;5674;2022-04-19;2017-10-07;1;16600
Citroen c5 Može zamjena;Brčko;Korišteno;Citroen;C5;2003;230000;4;Dizel;2.2;;;;1;;7202;2022-05-01;2017-10-08;0;4800
Passat 5+ 1.9 TDI 130ks (3BG);Teslić;Korišteno;Volkswagen;Passat;2001;260000;4;Dizel;1.9;96;130;Euro 3;1;;13474;2022-04-21;2017-10-09;0;6000
Reno scenic 1.5 dizel 2010 god.;Lukavica;Korišteno;Renault;Scenic;2010;270000;4;Dizel;1.5;85;110;Euro 5;1;;13788;2022-05-14;2017-10-09;0;8500
Chrysler sebring lxi;Grad Mostar;Korišteno;Chrysler;Sebring;2001;85000;2;Benzin;3.0;170;225;Euro 3;1;;9293;2022-07-07;2017-10-14;0;11800
Volkswagen Touran;Sokolac;Korišteno;Volkswagen;Touran;2004;201000;4;Dizel;2.0;103;140;;1;;5571;2022-05-25;2017-10-16;0;7500
Opel Astra bertone;Doboj;Korišteno;Opel;Astra;2002;220000;2;Benzin;2.2;;;;1;;20004;2022-04-16;2017-10-19;0;5500
Audi A4 S line;Zvornik;Korišteno;Audi;A4;2007;400000;4;Benzin;2.0;96;;Euro 4;1;;24897;2022-07-09;2017-10-20;0;12459
Jeep Grand Cherokee 3.0 CRD 2007;Ilidža;Korišteno;Jeep;Grand Cherokee;2007;214000;4;Dizel;3.0;160;220;Euro 4;1;;10220;2022-04-23;2017-10-20;0;15000
Hyundai Tuscon 2.0 CRDI 4x4 dizel TEK REGISTROVAN;Živinice;Korišteno;Hyundai;Tucson;2008;218000;4;Dizel;2.0;103;140;Euro 4;1;;21177;2022-05-24;2017-10-23;0;12500
Pt-cruzer 2.2cdi 2004g 066/710-997;Doboj;Korišteno;Chrysler;PT Cruiser;2004;180000;4;Dizel;2.2;89;120;Euro 3;;;5570;2022-04-26;2017-10-23;0;6000
Jaguar -X- Type (facelift);Banja Luka;Korišteno;Jaguar;X-Type;2008;265000;4;Dizel;2.0;96;131;Euro 4;1;;27775;2022-06-06;2022-06-06;0;12000
Audi A3 Sport beck 1.9 TDI;Prijedor;Korišteno;Audi;A3;2007;215000;4;Dizel;1.9;77;105;Euro 4;1;;16361;2022-08-19;2017-10-25;0;13200
Fiat 125;Grad Mostar;Korišteno;Fiat;126;1968;122000;4;Benzin;1.6;60;;;;;8570;2022-05-11;2017-10-29;0;2000
BMW 520 f10 twin turbo 2013god;Tešanj;Korišteno;BMW;520;2012;184213;4;Dizel;2.0;140;;;1;;8579;2022-04-19;2017-10-30;0;37000
Mercedes ML 350 cdi amg;Laktaši;Korišteno;Mercedes-Benz;ML 350;2012;300000;4;Dizel;3.5;190;;Euro 6;1;;36772;2022-08-21;2017-11-03;0;57500
Mercedes ML 320CDI;Velika Kladuša;Korišteno;Mercedes-Benz;ML 320;2007;241000;4;Dizel;3.2;163;;Euro 4;1;;6173;2022-04-21;2017-11-06;0;21000
Mercedes Sprinter 315 cdi;Bosanska Krupa;Korišteno;Mercedes-Benz;Sprinter;2006;231648;4;Dizel;2.2;110;150;Euro 4;1;;5540;2022-05-01;2017-11-08;0;22000
SUBARU OUTBACK 3.0R AWD;Čitluk;Korišteno;Subaru;OUTBACK;2004;222000;4;Plin;3.0;180;245;Euro 4;1;;26262;2022-05-02;2017-11-10;0;10500
Golf 5 plus 2005 g;Kostajnica;Korišteno;Volkswagen;Golf Plus;2005;225000;4;Dizel;1.9;77;105;Euro 4;1;;11296;2022-04-21;2017-11-13;0;9300
AUDI JAJE DIZEL 80;Modriča;Korišteno;Audi;80;1987;111110;4;Dizel;1.6;40;;;;;40920;2022-05-05;2017-11-15;0;1100
Ford Focus 1,6 LPG;Novo Sarajevo;Korišteno;Ford;Focus;2011;117110;4;Plin;1.6;75;100;Euro 5;1;;7492;2022-04-23;2017-11-17;0;13500
Audi A6;Zvornik;Korišteno;Audi;A6;2001;290000;4;Benzin;2.4;121;;Euro 4;1;;4196;2022-05-06;2017-11-20;0;8000
BMW 525 D e39;Srbac;Korišteno;BMW;525;2003;265000;4;Dizel;2.5;120;165;Euro 3;1;;7723;2022-05-31;2017-11-20;0;8000
Citroen C-Elysee Seduction 1,2 VTi;Grad Mostar;Korišteno;Citroen;C3;2014;140000;4;Benzin;1.2;53;72;Euro 5;1;;15399;2022-04-23;2017-11-21;1;13600
Renault Laguna;Travnik;Korišteno;Renault;Laguna;2005;200000;4;Dizel;1.9;88;120;Euro 4;1;;3688;2022-04-17;2017-11-23;0;5000
SUBARU LEGACY 4X4;Novo Sarajevo;Korišteno;Subaru;Legacy;2004;200000;4;Plin;2.5;121;165;Euro 3;1;;13930;2022-07-01;2017-11-24;0;9000
VW Jetta 1.6 Benzin;Ključ;Korišteno;Volkswagen;Jetta;1990;200879;4;Benzin;1.6;;;;;;18394;2022-05-30;2017-11-25;0;1100
KIA Magentis;Lopare;Korišteno;Kia;Magentis;2008;290000;4;Dizel;2.0;103;;Euro 4;1;;12640;2022-05-25;2017-11-27;0;7000
Seat Ibiza 1,4 , prvi put registrovana 2012;;Korišteno;Seat;Ibiza;2010;80000;4;Benzin;1.4;63;85;Euro 5;1;;10703;2022-05-03;2017-11-27;0;11500
